Asset #,Serial Number,Vendor,Desktop Model,Location,Details,IP Address,Operating System,Configuration ID,Invoice Date,Warranty Expiry Date,Warranty Expired,PO #,Invoice #,Cost Centre,Purchase Price,Purchasing Approved,Status,has the service tag,output,orig.order,,,Serial Number,,,Company Name Billing,Company Name Shipping,Customer Num,PO Num,Dell Order Number,Master Inv Num,Invoice Num,Group Desc,Product Desc,Brand Desc,Item Num,Item Long Name,System Qty,Order Qty,Total Rev Retail USD,Total Rev Disc USD,Freight Charges,Sales Tax USD,Vat Amt Local Currency,Order Status Desc,Order Date,Ship By Date,Shipped Date,Inv Date,Service Tags,,Serial Numberfootprints
US07965,DS6D842,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.8.113,Microsoft Windows 7 Professional x64,CPL,,2/21/2018 23:59,Active,,,,,,9,792,"DR8B842,DS6D842,DYD9842",1394,9,,DS6D842,ds6d842,DS6D842,,,,,,,,,,,,,,,,,,,,,,,,,,,DS6D842
US07627,DSRB842,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.195.161,Microsoft Windows 7 Professional x64,CPL,,2/21/2018 23:59,Active,,,,,,1,793,"DSRB842,DYC9842",620,1,,DSRB842,dsrb842,DSRB842,CLINICAL PATHOLOGY LABORATORIE,CLINICAL PATHOLOGY LABORATIES,137995733,CPL83401,693704666,XJJP9D816,,Desktops,OptiPlex Desktops,OPTIPLEX 9020,210-AAOZ,OptiPlex 9020 Small Form Factor,1,1,"$1,197.42 ",$710.02 ,$0.00 ,$0.00 ,0,Invoiced,9/19/2014,9/23/2014,9/19/2014,9/19/2014,C62WZ12,,DSRB842
US07628,DYC9842,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.3.154,Microsoft Windows 7 Professional x64,CPL,,2/21/2018 23:59,Active,,,,,,9,793,"DSRB842,DYC9842",1086,9,,DYC9842,dyc9842,DYC9842,CLINICAL PATHOLOGY LABORATORIE,CPL,137995733,CPL134453,901274411,XJT429M16,,SUPPORT AND DEPLOYMENT,SUPPORT SERVICES,BASE WARRANTY,986-4872,"3YR  Limited Warranty Monitor, Advanced Exchange",0,1,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,Invoiced,10/9/2015,10/13/2015,10/9/2015,10/9/2015,,,DYC9842
US07629,F1N9842,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.50.130,Microsoft Windows 7 Professional x64,CPL,,2/21/2018 23:59,Active,,,,,,1,794,F1N9842,1360,1,,F1N9842,f1n9842,F1N9842,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL163248,982797504,XJXCRTNW1,,Desktops,OptiPlex Desktops,OPTIPLEX 7040,210-AFGJ,OptiPlex 7040 Small Form Factor BTX,1,1,"$1,197.47 ",$614.00 ,$0.00 ,$0.00 ,0,Invoiced,5/11/2016,5/12/2016,5/12/2016,5/12/2016,F424C62,,F1N9842
US07746,7192P32,Dell Inc.,Latitude E7440,Unassigned,laptop,10.149.144.172,Microsoft Windows 7 Professional x64,CPL,,3/3/2018 23:59,Active,,,,,,1,795,7192P32,1440,1,,7192P32,7192p32,7192P32,,,,,,,,,,,,,,,,,,,,,,,,,,,7192P32
US07636,FB7T942,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.196.180,Microsoft Windows 7 Professional x64,CPL,,3/4/2018 23:59,Active,,,,,,1,797,FB7T942,639,1,,FB7T942,fb7t942,FB7T942,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL87739,710972783,XJK6KX484,,Desktops,OptiPlex Desktops,OPTIPLEX 9020,210-AAOZ,OptiPlex 9020 Small Form Factor,2,2,"$2,245.80 ","$1,420.04 ",$0.00 ,$0.00 ,0,Invoiced,10/21/2014,10/30/2014,10/23/2014,10/23/2014,"55DCP22,55DDP22",,FB7T942
DAL-15805,D8P9622,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.129.109,Microsoft Windows 7 Professional x64,CPL,,3/6/2018 23:59,Active,,,,,,49,799,"38P4622,38P7622,58P9622,97P3622,B8PC622,C7P6622,D8P9622,G7P5622,H7P8622,J7P5622",160,49,,D8P9622,d8p9622,D8P9622,CPLSE,CPLSE,132936491,SEC130181,885440897,XJRNRD775,,CS SOFTWARE AND PERIPHERALS,DISPLAYS,DELL-BRANDED,320-9775,Dell 20 Monitor - E2014H,0,1,$139.99 ,$109.19 ,$0.00 ,$0.00 ,0,Invoiced,9/9/2015,9/11/2015,9/9/2015,9/9/2015,,,D8P9622
DAL-15804,J7P5622,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.135.205,Microsoft Windows 7 Professional x64,CPL,,3/6/2018 23:59,Active,,,,,,73,799,"38P4622,38P7622,58P9622,97P3622,B8PC622,C7P6622,D8P9622,G7P5622,H7P8622,J7P5622",247,73,,J7P5622,j7p5622,J7P5622,CPLSE,SONIC HEALTHCARE USA,132936491,SEC154915,978176143,XJX7XMCR6,,CS Software and Peripherals,TVs,UNKNOWN,650-AAAM,No Anti-Virus Software,0,-6,$0.00 ,$0.00 ,$0.00 ,$0.00 ,0,Invoiced,4/27/2016,4/27/2016,4/27/2016,4/27/2016,,,J7P5622
US02852,38P4622,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.135.243,Microsoft Windows 7 Professional x64,CPL,,3/6/2018 23:59,Active,,,,,,1,799,"38P4622,38P7622,58P9622,97P3622,B8PC622,C7P6622,D8P9622,G7P5622,H7P8622,J7P5622",248,1,,38P4622,38p4622,38P4622,CPLSE,SONIC HEALTHCARE USA,132936491,SEC154915,978176143,XJX7XMCR6,,CS Software and Peripherals,TVs,UNKNOWN,620-AASU,Windows 8.1 DVD OS Recovery(English),0,-6,($9.36),($9.36),$0.00 ,$0.00 ,0,Invoiced,4/27/2016,4/27/2016,4/27/2016,4/27/2016,,,38P4622
US07756,77P5622,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.24.145,Microsoft Windows 7 Professional x64,CPL,,3/5/2018 23:59,Active,,,,,,1,801,77P5622,874,1,,77P5622,77p5622,77P5622,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL110973,808470856,XJNR8CFR3,,Desktops,OptiPlex Desktops,OPTIPLEX 9020,210-AAOZ,OptiPlex 9020 Small Form Factor,4,4,"$5,005.60 ","$2,840.08 ",$0.00 ,$0.00 ,0,Invoiced,4/15/2015,4/16/2015,4/16/2015,4/16/2015,"1DLQB42,1F2RB42,1F8WB42,1FCWB42",,77P5622
US07516,FBGP942,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.155.108,Microsoft Windows 7 Professional x64,CPL,,3/19/2018 23:59,Active,,,,,,49,820,"F8CM942,F8LR942,F93R942,F9VR942,F9XR942,FBCP942,FBGP942",446,49,,FBGP942,fbgp942,FBGP942,CLINICAL PATHOLOGY LABORATORIE,CLINICAL PATHOLOGY LABORATORIE,137995733,CPL-201491,191211969,10150827979,10150827979,Desktops,OptiPlex Desktops,OPTIPLEX 7040,210-AFGK,OptiPlex 7040 Small Form Factor XCTO,1,1,"$1,378.29 ",$658.29 ,$0.00 ,$54.30 ,54.3,Invoiced,2/22/2017,2/28/2017,2/23/2017,2/28/2017,2821DH2,,FBGP942
US07658,F9VR942,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.155.109,Microsoft Windows 7 Professional x64,CPL,,3/19/2018 23:59,Active,,,,,,25,820,"F8CM942,F8LR942,F93R942,F9VR942,F9XR942,FBCP942,FBGP942",447,25,,F9VR942,f9vr942,F9VR942,CLINICAL PATHOLOGY LABORATORIE,CLINICAL PATHOLOGY LABORATORIE,137995733,CPL-202045,192477767,10151315646,10151315646,Desktops,OptiPlex Desktops,OPTIPLEX 7040,210-AFGK,OptiPlex 7040 Small Form Factor XCTO,1,1,"$1,378.29 ",$658.29 ,$0.00 ,$54.30 ,54.3,Invoiced,2/27/2017,3/3/2017,2/28/2017,3/2/2017,9V5CDH2,,F9VR942
US07657,F9XR942,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.193.16,Microsoft Windows 7 Professional x64,CPL,,3/19/2018 23:59,Active,,,,,,33,820,"F8CM942,F8LR942,F93R942,F9VR942,F9XR942,FBCP942,FBGP942",601,33,,F9XR942,f9xr942,F9XR942,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL79759,677900041,XJJ8FF6W8,XJJ8FF6W8,Desktops,OptiPlex Desktops,OPTIPLEX 9020,210-AAOZ,OptiPlex 9020 Small Form Factor,3,3,"$3,592.17 ","$2,130.06 ",$0.00 ,$0.00 ,0,Invoiced,8/22/2014,8/26/2014,8/22/2014,8/24/2014,"GCTNX12,GD6KX12,GF3NX12",,F9XR942
US07647,F8CM942,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.20.113,Microsoft Windows 7 Professional x64,CPL,,3/19/2018 23:59,Active,,,,,,1,820,"F8CM942,F8LR942,F93R942,F9VR942,F9XR942,FBCP942,FBGP942",776,1,,F8CM942,f8cm942,F8CM942,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL84489,771720253,XJMRWKP11,,CS Software and Peripherals,TVs,UNKNOWN,468-4398,Late Fee Assessment,0,1,$3.00 ,$46.00 ,$0.00 ,$0.00 ,0,Invoiced,2/5/2015,2/11/2015,2/5/2015,2/5/2015,,,F8CM942
US07515,F93R942,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.20.116,Microsoft Windows 7 Professional x64,CPL,,3/19/2018 23:59,Active,,,,,,17,820,"F8CM942,F8LR942,F93R942,F9VR942,F9XR942,FBCP942,FBGP942",778,17,,F93R942,f93r942,F93R942,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL102273,774102491,XJMW9WMW6,,Desktops,OptiPlex Desktops,OPTIPLEX 9020,210-AAOZ,OptiPlex 9020 Small Form Factor,2,2,"$2,502.80 ","$1,420.04 ",$0.00 ,$0.00 ,0,Invoiced,2/10/2015,2/11/2015,2/10/2015,2/10/2015,"7YHB622,HXHB622",,F93R942
US07745,JC22B42,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.155.140,Microsoft Windows 7 Professional x64,CPL,,3/19/2018 23:59,Active,,,,,,129,823,"F8HL942,F8WT942,F90P942,F94Q942,F9DS942,F9FN942,F9FQ942,F9GL942,F9GV942,F9JP942,F9LQ942,F9NS942,F9QK942,F9ZS942,FB3L942,FBHR942,JC22B42,JF2X942,JF45B42,JF68B42,JF84B42",449,129,,JC22B42,jc22b42,JC22B42,CLINICAL PATHOLOGY LABORATORIE,CLINICAL PATHOLOGY LABORATORIE,137995733,CPL-202712,193583886,10152280622,10152280622,Desktops,OptiPlex Desktops,OPTIPLEX 3040,210-AFXK,OptiPlex 3040 Small Form Factor XCTO,2,2,"$1,884.30 ",$974.12 ,$0.00 ,$80.37 ,80.37,Invoiced,3/1/2017,3/6/2017,3/2/2017,3/7/2017,"G823DH2,G82BDH2",,JC22B42
US07740,F8HL942,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.29.12,Microsoft Windows 7 Professional x64,CPL,,3/19/2018 23:59,Active,,,,,,1,823,"F8HL942,F8WT942,F90P942,F94Q942,F9DS942,F9FN942,F9FQ942,F9GL942,F9GV942,F9JP942,F9LQ942,F9NS942,F9QK942,F9ZS942,FB3L942,FBHR942,JC22B42,JF2X942,JF45B42,JF68B42,JF84B42",907,1,,F8HL942,f8hl942,F8HL942,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL115702,826772051,XJP7MT933,,Desktops,OptiPlex Desktops,OPTIPLEX 9020,210-AAOZ,OptiPlex 9020 Small Form Factor,3,3,"$3,754.20 ","$2,130.06 ",$0.00 ,$0.00 ,0,Invoiced,5/20/2015,5/20/2015,5/21/2015,5/21/2015,"H3DJC42,H3WBC42,H46DC42",,F8HL942
US07732,F94Q942,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.29.158,Microsoft Windows 7 Professional x64,CPL,,3/19/2018 23:59,Active,,,,,,25,823,"F8HL942,F8WT942,F90P942,F94Q942,F9DS942,F9FN942,F9FQ942,F9GL942,F9GV942,F9JP942,F9LQ942,F9NS942,F9QK942,F9ZS942,FB3L942,FBHR942,JC22B42,JF2X942,JF45B42,JF68B42,JF84B42",940,25,,F94Q942,f94q942,F94Q942,CLINICAL PATHOLOGY LABORATORIE,CLINICAL PATHOLOGY LABS,137995733,CPL119620,846260699,XJPNT9WM3,,Desktops,OptiPlex Desktops,OPTIPLEX 9020,210-AAOZ,OptiPlex 9020 Small Form Factor,1,1,"$1,251.29 ",$671.40 ,$0.00 ,$0.00 ,0,Invoiced,6/23/2015,6/25/2015,6/24/2015,6/24/2015,4VSTG42,,F94Q942
US07728,F9JP942,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.29.163,Microsoft Windows 7 Professional x64,CPL,,3/19/2018 23:59,Active,,,,,,73,823,"F8HL942,F8WT942,F90P942,F94Q942,F9DS942,F9FN942,F9FQ942,F9GL942,F9GV942,F9JP942,F9LQ942,F9NS942,F9QK942,F9ZS942,FB3L942,FBHR942,JC22B42,JF2X942,JF45B42,JF68B42,JF84B42",945,73,,F9JP942,f9jp942,F9JP942,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL120453,848247678,XJPR9FTK4,,Desktops,OptiPlex Desktops,OPTIPLEX 9020,210-AAOZ,OptiPlex 9020 Small Form Factor,1,1,"$1,251.55 ",$671.40 ,$0.00 ,$0.00 ,0,Invoiced,6/26/2015,6/30/2015,6/30/2015,6/30/2015,217VG42,,F9JP942
US07729,F9FN942,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.29.164,Microsoft Windows 7 Professional x64,CPL,,3/19/2018 23:59,Active,,,,,,41,823,"F8HL942,F8WT942,F90P942,F94Q942,F9DS942,F9FN942,F9FQ942,F9GL942,F9GV942,F9JP942,F9LQ942,F9NS942,F9QK942,F9ZS942,FB3L942,FBHR942,JC22B42,JF2X942,JF45B42,JF68B42,JF84B42",946,41,,F9FN942,f9fn942,F9FN942,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL120758,848994956,XJPRC58T8,,Desktops,OptiPlex Desktops,OPTIPLEX 9020,210-AAOZ,OptiPlex 9020 Small Form Factor,2,2,"$2,502.58 ","$1,342.80 ",$0.00 ,$0.00 ,0,Invoiced,6/29/2015,7/1/2015,6/30/2015,6/30/2015,"2XNJV42,4ZNJV42",,F9FN942
US07731,JF68B42,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.29.181,Microsoft Windows 7 Professional x64,CPL,,3/19/2018 23:59,Active,,,,,,153,823,"F8HL942,F8WT942,F90P942,F94Q942,F9DS942,F9FN942,F9FQ942,F9GL942,F9GV942,F9JP942,F9LQ942,F9NS942,F9QK942,F9ZS942,FB3L942,FBHR942,JC22B42,JF2X942,JF45B42,JF68B42,JF84B42",957,153,,JF68B42,jf68b42,JF68B42,CLINICAL PATHOLOGY LABORATORIE,CLINICAL PATHOLOGY LABS,137995733,CPL115438,851053575,XJPT5RXX5,,CS Software and Peripherals,TVs,UNKNOWN,468-4398,Late Fee Assessment,0,1,$3.00 ,$11.00 ,$0.00 ,$0.00 ,0,Invoiced,7/2/2015,7/9/2015,7/2/2015,7/2/2015,,,JF68B42
US07734,F9ZS942,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.29.185,Microsoft Windows 7 Professional x64,CPL,,3/19/2018 23:59,Active,,,,,,105,823,"F8HL942,F8WT942,F90P942,F94Q942,F9DS942,F9FN942,F9FQ942,F9GL942,F9GV942,F9JP942,F9LQ942,F9NS942,F9QK942,F9ZS942,FB3L942,FBHR942,JC22B42,JF2X942,JF45B42,JF68B42,JF84B42",960,105,,F9ZS942,f9zs942,F9ZS942,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL121561,852955133,XJPWC5PF5,,Desktops,OptiPlex Desktops,OPTIPLEX 9020,210-AAOZ,OptiPlex 9020 Small Form Factor,1,1,"$1,251.29 ",$671.40 ,$0.00 ,$0.00 ,0,Invoiced,7/8/2015,7/9/2015,7/8/2015,7/8/2015,7P1PV42,,F9ZS942
US07733,F9DS942,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.29.188,Microsoft Windows 7 Professional x64,CPL,,3/19/2018 23:59,Active,,,,,,33,823,"F8HL942,F8WT942,F90P942,F94Q942,F9DS942,F9FN942,F9FQ942,F9GL942,F9GV942,F9JP942,F9LQ942,F9NS942,F9QK942,F9ZS942,FB3L942,FBHR942,JC22B42,JF2X942,JF45B42,JF68B42,JF84B42",963,33,,F9DS942,f9ds942,F9DS942,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL116120,853272314,XJPW9T1M4,,CS Software and Peripherals,TVs,UNKNOWN,468-4398,Late Fee Assessment,0,1,$3.00 ,$11.00 ,$0.00 ,$0.00 ,0,Invoiced,7/8/2015,7/14/2015,7/8/2015,7/8/2015,,,F9DS942
US07723,F90P942,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.29.20,Microsoft Windows 7 Professional x64,CPL,,3/19/2018 23:59,Active,,,,,,17,823,"F8HL942,F8WT942,F90P942,F94Q942,F9DS942,F9FN942,F9FQ942,F9GL942,F9GV942,F9JP942,F9LQ942,F9NS942,F9QK942,F9ZS942,FB3L942,FBHR942,JC22B42,JF2X942,JF45B42,JF68B42,JF84B42",969,17,,F90P942,f90p942,F90P942,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL116564,854496581,XJPX3R6F4,,CS Software and Peripherals,TVs,UNKNOWN,468-4398,Late Fee Assessment,0,1,$3.00 ,$11.00 ,$0.00 ,$0.00 ,0,Invoiced,7/10/2015,7/16/2015,7/10/2015,7/10/2015,,,F90P942
US07730,F9QK942,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.29.204,Microsoft Windows 7 Professional x64,CPL,,3/19/2018 23:59,Active,,,,,,97,823,"F8HL942,F8WT942,F90P942,F94Q942,F9DS942,F9FN942,F9FQ942,F9GL942,F9GV942,F9JP942,F9LQ942,F9NS942,F9QK942,F9ZS942,FB3L942,FBHR942,JC22B42,JF2X942,JF45B42,JF68B42,JF84B42",972,97,,F9QK942,f9qk942,F9QK942,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL116565,854596646,XJPX3MRK2,,CS Software and Peripherals,TVs,UNKNOWN,468-4398,Late Fee Assessment,0,1,$3.00 ,$11.00 ,$0.00 ,$0.00 ,0,Invoiced,7/10/2015,7/16/2015,7/10/2015,7/10/2015,,,F9QK942
US07744,FB3L942,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.29.38,Microsoft Windows 7 Professional x64,CPL,,3/19/2018 23:59,Active,,,,,,113,823,"F8HL942,F8WT942,F90P942,F94Q942,F9DS942,F9FN942,F9FQ942,F9GL942,F9GV942,F9JP942,F9LQ942,F9NS942,F9QK942,F9ZS942,FB3L942,FBHR942,JC22B42,JF2X942,JF45B42,JF68B42,JF84B42",997,113,,FB3L942,fb3l942,FB3L942,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL123693,860620513,XJR3FKKP2,,Desktops,OptiPlex Desktops,OPTIPLEX 9020,210-AAOZ,OptiPlex 9020 Small Form Factor,2,2,"$2,503.10 ","$1,342.80 ",$0.00 ,$0.00 ,0,Invoiced,7/22/2015,7/24/2015,7/23/2015,7/23/2015,"2RYMV42,CKXJV42",,FB3L942
US07737,JF2X942,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.29.53,Microsoft Windows 7 Professional x64,CPL,,3/19/2018 23:59,Active,,,,,,137,823,"F8HL942,F8WT942,F90P942,F94Q942,F9DS942,F9FN942,F9FQ942,F9GL942,F9GV942,F9JP942,F9LQ942,F9NS942,F9QK942,F9ZS942,FB3L942,FBHR942,JC22B42,JF2X942,JF45B42,JF68B42,JF84B42",1012,137,,JF2X942,jf2x942,JF2X942,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL119720,867871457,XJR79T359,,CS Software and Peripherals,TVs,UNKNOWN,468-4398,Late Fee Assessment,0,1,$3.00 ,$10.00 ,$0.00 ,$0.00 ,0,Invoiced,8/5/2015,8/11/2015,8/5/2015,8/5/2015,,,JF2X942
US07743,F9GL942,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.29.63,Microsoft Windows 7 Professional x64,CPL,,3/19/2018 23:59,Active,,,,,,57,823,"F8HL942,F8WT942,F90P942,F94Q942,F9DS942,F9FN942,F9FQ942,F9GL942,F9GV942,F9JP942,F9LQ942,F9NS942,F9QK942,F9ZS942,FB3L942,FBHR942,JC22B42,JF2X942,JF45B42,JF68B42,JF84B42",1023,57,,F9GL942,f9gl942,F9GL942,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL125748,868273745,XJRCM8WW8,,Desktops,OptiPlex Desktops,OPTIPLEX 9020,210-AAOZ,OptiPlex 9020 Small Form Factor,5,5,"$6,256.46 ","$3,357.00 ",$0.00 ,$0.00 ,0,Invoiced,8/6/2015,8/7/2015,8/18/2015,8/18/2015,"2J4GV42,7K3GV42,9H4GV42,9SZNV42,FG3GV42",,F9GL942
US07741,FBHR942,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.29.64,Microsoft Windows 7 Professional x64,CPL,,3/19/2018 23:59,Active,,,,,,121,823,"F8HL942,F8WT942,F90P942,F94Q942,F9DS942,F9FN942,F9FQ942,F9GL942,F9GV942,F9JP942,F9LQ942,F9NS942,F9QK942,F9ZS942,FB3L942,FBHR942,JC22B42,JF2X942,JF45B42,JF68B42,JF84B42",1024,121,,FBHR942,fbhr942,FBHR942,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL125883,868400199,XJR7PRM45,,Desktops,OptiPlex Desktops,OPTIPLEX 9020,210-AAOZ,OptiPlex 9020 Small Form Factor,1,1,"$1,251.55 ",$671.40 ,$0.00 ,$0.00 ,0,Invoiced,8/6/2015,8/7/2015,8/6/2015,8/6/2015,FSZNV42,,FBHR942
US07742,F9LQ942,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.29.69,Microsoft Windows 7 Professional x64,CPL,,3/19/2018 23:59,Active,,,,,,81,823,"F8HL942,F8WT942,F90P942,F94Q942,F9DS942,F9FN942,F9FQ942,F9GL942,F9GV942,F9JP942,F9LQ942,F9NS942,F9QK942,F9ZS942,FB3L942,FBHR942,JC22B42,JF2X942,JF45B42,JF68B42,JF84B42",1028,81,,F9LQ942,f9lq942,F9LQ942,CLINICAL PATHOLOGY LABORATORIE,CPL,137995733,CPL126507,871333122,XJR99T3D9,,Desktops,OptiPlex Desktops,OPTIPLEX 9020,210-AAOZ,OptiPlex 9020 Small Form Factor,2,2,"$2,502.58 ","$1,342.80 ",$0.00 ,$0.00 ,0,Invoiced,8/12/2015,8/14/2015,8/12/2015,8/12/2015,"38MMV42,HBMMV42",,F9LQ942
US07735,JF45B42,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.29.70,Microsoft Windows 7 Professional x64,CPL,,3/19/2018 23:59,Active,,,,,,145,823,"F8HL942,F8WT942,F90P942,F94Q942,F9DS942,F9FN942,F9FQ942,F9GL942,F9GV942,F9JP942,F9LQ942,F9NS942,F9QK942,F9ZS942,FB3L942,FBHR942,JC22B42,JF2X942,JF45B42,JF68B42,JF84B42",1030,145,,JF45B42,jf45b42,JF45B42,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL126693,871602534,XJR9FRCD6,,Desktops,OptiPlex Desktops,OPTIPLEX 9020,210-AAOZ,OptiPlex 9020 Small Form Factor,10,10,"$12,512.91 ","$6,714.00 ",$0.00 ,$0.00 ,0,Invoiced,8/12/2015,8/14/2015,8/13/2015,8/13/2015,"3F4MV42,684MV42,964MV42,9W3MV42,BX3MV42,BY3MV42,GG4MV42,GV3MV42,H74MV42,J84MV42",,JF45B42
US07736,F8WT942,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.29.80,Microsoft Windows 7 Professional x64,CPL,,3/19/2018 23:59,Active,,,,,,9,823,"F8HL942,F8WT942,F90P942,F94Q942,F9DS942,F9FN942,F9FQ942,F9GL942,F9GV942,F9JP942,F9LQ942,F9NS942,F9QK942,F9ZS942,FB3L942,FBHR942,JC22B42,JF2X942,JF45B42,JF68B42,JF84B42",1038,9,,F8WT942,f8wt942,F8WT942,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,CPL126903,872743758,XJRCJK3K9,,Desktops,OptiPlex Desktops,OPTIPLEX 9020,210-AAOZ,OptiPlex 9020 Small Form Factor,1,1,"$1,251.29 ",$671.40 ,$0.00 ,$0.00 ,0,Invoiced,8/14/2015,8/17/2015,8/17/2015,8/17/2015,4TZGV42,,F8WT942
US07738,F9NS942,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.29.89,Microsoft Windows 7 Professional x64,CPL,,3/19/2018 23:59,Active,,,,,,89,823,"F8HL942,F8WT942,F90P942,F94Q942,F9DS942,F9FN942,F9FQ942,F9GL942,F9GV942,F9JP942,F9LQ942,F9NS942,F9QK942,F9ZS942,FB3L942,FBHR942,JC22B42,JF2X942,JF45B42,JF68B42,JF84B42",1047,89,,F9NS942,f9ns942,F9NS942,CLINICAL PATHOLOGY LABORATORIE,CPL,137995733,CPL128084,877589362,XJRFWD851,,Desktops,OptiPlex Desktops,OPTIPLEX 9020,210-AAOZ,OptiPlex 9020 Small Form Factor,1,1,"$1,251.29 ",$671.40 ,$0.00 ,$0.00 ,0,Invoiced,8/24/2015,8/26/2015,8/25/2015,8/25/2015,5PZR052,,F9NS942
US07727,JF84B42,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.46.150,Microsoft Windows 7 Professional x64,CPL,,3/19/2018 23:59,Active,,,,,,161,823,"F8HL942,F8WT942,F90P942,F94Q942,F9DS942,F9FN942,F9FQ942,F9GL942,F9GV942,F9JP942,F9LQ942,F9NS942,F9QK942,F9ZS942,FB3L942,FBHR942,JC22B42,JF2X942,JF45B42,JF68B42,JF84B42",1260,161,,JF84B42,jf84b42,JF84B42,CLINICAL PATHOLOGY LABORATORIE,CPL,137995733,CPL139586,938362858,XJW4DJN14,,CS Software and Peripherals,TVs,UNKNOWN,468-4398,Late Fee Assessment,0,1,$3.00 ,$20.00 ,$0.00 ,$0.00 ,0,Invoiced,12/30/2015,1/7/2016,12/30/2015,12/30/2015,,,JF84B42
US07739,F9FQ942,Dell Inc.,OptiPlex 9020,Unassigned,desktop,10.148.46.176,Microsoft Windows 7 Professional x64,CPL,,3/19/2018 23:59,Active,,,,,,49,823,"F8HL942,F8WT942,F90P942,F94Q942,F9DS942,F9FN942,F9FQ942,F9GL942,F9GV942,F9JP942,F9LQ942,F9NS942,F9QK942,F9ZS942,FB3L942,FBHR942,JC22B42,JF2X942,JF45B42,JF68B42,JF84B42",1283,49,,F9FQ942,f9fq942,F9FQ942,CLINICAL PATHOLOGY LABORATORIE,CPL SRL,137995733,SRL150370,951206321,XJWF95T78,,CS SOFTWARE AND PERIPHERALS,CLIENT PERIPHERALS,DELL-BRANDED,330-0875,"E/Monitor CRT Monitor Stand, Dell Latitude E-Family/Mobile  Precision, Customer Kit",0,1,$109.99 ,$82.49 ,$0.00 ,$0.00 ,0,Invoiced,2/5/2016,2/8/2016,2/5/2016,2/5/2016,,,F9FQ942
